,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0.227596418127454
17,0
18,0.112038895672407
19,0.251271042773783
20,0
21,0.339516224894195
22,0.136825960557375
23,0
24,0.264603207198348
25,0.298228018819894
26,0
27,0.184586535450871
28,0
29,0.344534577908734
30,0.306182535015818
31,0.343690316585583
32,0.0670373936667505
33,0
34,0.26734447382291
35,0.150518672814478
36,0
37,0.197316715611268
38,0.0755087931431762
39,0.091397870254081
40,0.235546612782841
41,0
42,0.214825919132523
43,0.244865949944819
44,0.0647097032290032
45,0.276102398449855
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
256,0
257,0
258,0
259,0
260,0
261,0
262,0
263,0
264,0
265,0
266,0
267,0
268,0
269,0
270,0
271,0
272,0
273,0
274,0
275,0
276,0
277,0
278,0
279,0
280,0
281,0
282,0
283,0
284,0
285,0
286,0
287,0
288,0
289,0
290,0
291,0
292,0
293,0
294,0
295,0
296,0
297,0
298,0
299,0
300,0
301,0
302,0
303,0
304,0
305,0
306,0
307,0
308,0
309,0
310,0
311,0
312,0
313,0
314,0
315,0
316,0
317,0
318,0
319,0
320,0
321,0
322,0
323,0
324,0
325,0
326,0.9074318591404
327,0
328,3.43469225844248
329,12.9438483564117
330,4.35273023948878
331,3.02328863935434
332,4.60102827166128
333,0.872986181114595
334,4.39640636999678
335,0
336,0
337,0
338,0
339,0
340,3.65331596076426
341,17.3105576913516
342,18.3937277281968
343,6.37964161056522
344,4.06702115251642
345,1.71856471516323
346,2.70476681514666
347,0.0677943557128449
348,0
349,0
350,0
351,0
352,0
353,4.66188697524737
354,32.1574663950006
355,2.09982118779857
356,0.0865607705295099
357,0.0953103704273485
358,1.86457659816822
359,8.31488938458367
360,0
361,0
362,0
363,0
364,0.00465791098342474
365,15.4761325018053
366,5.82301153427942
367,1.19073031797378
368,1.69708650492948
369,1.20228200061056
370,1.832170357675
371,1.83884572516881
372,0
373,0
374,0
375,0
376,2.48146654408804
377,20.6677930432853
378,1.24762395807347
379,10.175455319855
380,0.0601887192463921
381,2.66655006500239
382,1.21451070480924
383,3.5089297072604
384,0
385,0
386,0
387,0
388,16.7511197486974
389,19.0243290367604
390,4.21201268121322
391,9.90284107977034
392,2.59620854146996
393,0.493992628924326
394,0.0505305330454224
395,15.5582906629174
396,0
397,0
398,0
399,0
400,6.09311935035198
401,5.09265693664149
402,17.4359597055801
403,7.34918024710748
404,8.33007550797898
405,14.8395287128205
406,1.22188935445516
407,10.366102892121
408,0
409,0
410,0
411,0
412,0
413,0.986928491274562
