,0
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,7.12778646103371
85,15.8729196569193
86,1.08467659793836
87,0.232519340469716
88,0
89,0
90,0
91,0
92,0
93,0.0740939413933695
94,2.00992083865304
95,5.95038384533265
96,3.46055739485021
97,8.60070440256201
98,8.14881553867001
99,0.0530049794901864
100,0
101,0
102,0
103,0
104,0
105,0.310566234832992
106,0
107,0.248003211135124
108,11.048897744139
109,2.51922614842471
110,1.70769183979865
111,0.143346794905181
112,0
113,0
114,0
115,0
116,0
117,0.257944036420615
118,1.45643668077418
119,1.183297505569
120,4.31036192485162
121,11.608332193325
122,9.67925377230385
123,0
124,0
125,0
126,0
127,0
128,0
129,0.165423823112828
130,4.88962329527018
131,8.35057192637066
132,0.918854731384399
133,10.2699690600695
134,15.6491745402441
135,0.161357110986161
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0.028626557151401
154,2.41669181270037
155,5.27063877096228
156,13.9612525115974
157,0.638205013180688
158,3.63576544211476
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,1.03919150862535
167,3.13922053777896
168,1.17069024457797
169,4.13751308332551
170,8.05062060453352
171,0.0840468647859397
172,0
173,0
174,0
175,0
176,0.44320399839991
177,0.252566082472038
178,4.68257208947247
179,10.7266964712824
180,1.37462856066711
181,9.37928050517019
182,7.3691098503104
183,2.79395516303805
184,0
185,0
186,0
187,0
188,0
189,0.0924913682214121
190,9.52809199308833
191,4.07629685602159
192,1.03153188520623
193,3.93836062485757
194,9.76368457139583
195,5.24262800684135
196,0
197,0
198,0
199,0
200,0.150043098111514
201,0
202,11.0631259205349
203,15.0277185817343
204,8.38067392904238
205,0.993793790450114
206,3.17414906503015
207,0.379109076874833
208,0
209,0
210,0
211,0
212,0
213,0.274252785077593
214,1.44502062547126
215,14.1525959076404
216,13.7358133256364
217,0.756107390234482
218,4.75057733483308
219,0.652109068230273
220,0
221,0
222,0
223,0
224,0
225,0.324886991539227
226,2.16054118533583
227,2.57077559396034
228,2.35739160643395
229,8.62850748333255
230,6.36322076561989
231,2.04653221096914
232,0
233,0
234,0
235,0
236,0
237,0
238,9.36372421929735
239,3.14332773194512
240,8.88895931012232
241,4.90080183246486
242,10.7316775646826
243,1.5271465067531
244,0
245,0
246,0
247,0
248,0
249,0
250,5.07407681057246
251,11.9302175746564
252,4.39090434651868
253,3.2837614331931
254,1.79019549813505
255,0.122465781693241
256,0
257,0
258,0
259,0
260,0
261,0.226085805275338
262,1.1520346309661
263,2.06371927384945
264,10.8522349526596
265,1.75090765975935
266,6.27870527166757
267,0
268,0
269,0
270,0
271,0
272,0
273,0.241577267394044
274,3.69960007280551
275,12.324793595197
276,0.01374284950817
277,10.1480156949066
278,6.24485413649677
279,0.767290349144999
280,0
281,0
282,0
283,0
284,0
285,0.698980405125696
286,5.76512757193097
287,7.91852598885749
288,15.0115336942819
289,8.876206973774
290,0.828272683506127
291,8.3749858260661
292,0
293,0
294,0
295,0
296,0
297,0
298,4.70377191414921
299,3.4097153004354
300,5.42453997410436
301,5.42411276385478
302,7.33946329524488
303,0
304,0
305,0
306,0
307,0
308,0
309,0.25192609968444
310,0.0875517883911311
311,2.98655123489185
312,3.85025329601618
313,1.71701385417646
314,1.9288182081235
315,1.34555465210352
316,0
317,0
318,0
319,0
320,0
321,0
322,0.25334681780702
323,5.61470742914881
324,11.8310378185981
325,7.59598842869637
326,0.53457653549531
327,0.255492069249897
328,0
329,0
330,0
331,0
332,0
333,0
334,0.116805248623395
335,0.134042384869745
336,0.595552128921066
