,0
0,0
1,0
2,0
3,0
4,0
5,0.38169808685245
6,0.437425891171924
7,0.105740789165553
8,0.66905437847906
9,0.455131259186543
10,0.545526159530733
11,0.565986692598192
12,0
13,0.0438105459104221
14,0.238543446423448
15,0
16,0.436993553270643
17,0.206587216397265
18,0
19,0.370493054005675
20,0.640451408186443
21,0.0800275801560419
22,0.508438684137999
23,0
24,0.18555160261822
25,0.516982962187054
26,0.117930264314878
27,0.462976544932399
28,0.156582698371804
29,0.390544123303737
30,0.716652556954113
31,0.195096494268261
32,0.749340171736774
33,0.514605579797253
34,0.546823539066836
35,0.244672717965247
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0.302021957186853
47,0.283799323943765
48,0.380597129871866
49,0.685424342336123
50,0.0230258115648427
51,0
52,0.370742677093603
53,0
54,0.00627373830044716
55,0.715494604982194
56,0.654678703509234
57,0.492262777355893
58,0
59,0.0518401778009288
60,0.971869247008933
61,0
62,0.590612656769631
63,0.612268515422884
64,2.45646533784991
65,0.364407939677478
66,1.95719529186673
67,1.04588973597045
68,0.0717571259054675
69,0.619104947681551
70,0.327669039375087
71,0.678438275782457
72,0.547016110353413
73,0.0176627722764239
74,0
75,0.417474111102494
76,0.420895386904187
77,0
78,0.172727498882825
79,0.376544478085997
80,0
81,0.242088006280183
82,0.633952082911682
83,0
84,0.452346516208825
85,0.0967881060393566
86,0
87,0.197382522327058
88,0.427704975934806
89,0
90,0.0764167709079707
91,0.12644509050505
92,0.390435525473557
93,0.384591813265882
94,0
95,0.106025873287258
96,0
97,0.0278650538936224
98,0.0497529393936994
99,0.0247316372351612
100,0.400684645915927
101,0.378664841396311
102,0.41704007353288
103,0.175088513824613
104,0.534475511724537
105,0.549258313885548
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0.102057062892016
133,0.499961307882529
134,4.76396164108699
135,0.292770635914532
136,0.743778235857088
137,0.399393437622582
138,0.257965197354604
139,2.25657671893732
140,0
141,0
142,0
143,3.90689470888155
144,0.802048561261524
145,6.16668482802293
146,8.05750270873633
147,0
148,0.0368565094631417
149,0
150,0.0512176237079463
151,3.66279787877352
152,0.212329550218865
153,0
154,0
155,0
156,2.66120486774905
157,0.328437117196715
158,0.162803706613738
159,3.55754807028569
160,0
161,0.276569184798271
162,1.98985743963637
163,0.807109098232838
164,0
165,0
166,0
167,0
168,0
169,1.19193221828371
170,2.40621044949326
171,0.432729496981733
172,0.628745310835866
173,0.329813386759289
174,0.593441456753926
175,3.48496311423874
176,1.57939197627226
177,0
178,0
179,1.51702647655157
180,0
181,0.371731072015318
182,4.11838898114001
183,0.337229234070351
184,0
185,0.0366549942626199
186,0
187,4.93023174861074
188,0
189,0
190,0
191,0.515074641173971
192,0.322799943188469
193,0.566035719897675
194,6.15627969880165
195,0.0363983957031522
196,0
197,0.675555845625762
198,0.474358257243466
199,0.654810995294837
200,1.34937734432575
201,0
202,0
203,0
204,0
205,2.15235741190958
206,4.8538492057068
207,0.683039280204722
208,0
209,0.234107335256117
210,0.0280525622967852
211,0
212,0
213,0
214,0
215,0
216,6.97674528353335
217,2.81490695448997
218,5.66597532606812
219,0.0627090241465151
220,0.363109988300547
221,0.706358736256622
222,0
223,4.10247340418222
224,0
225,0
226,0
227,0
228,0.521044476786979
229,4.42470292209029
230,0.983872351169913
231,0.558052275107638
232,0.5639707955312
233,0.0239747312597159
234,0.311114771956585
235,1.10942016153269
236,0.1224566773128
237,0
238,0
239,0
240,0.773809558876104
241,2.84765439678957
242,9.59535596772468
243,6.34164976650352
244,0.0559342067000381
245,0.150996520912105
246,0.125198922632563
247,0.460662305614235
248,2.1585786662544
249,0.0689660207878003
250,0
251,2.21437675506318
252,2.2881707957308
253,4.56838069990598
254,3.35715440877262
255,0
256,0.683421475853708
257,0.050726117034363
258,0.477029001143279
259,0.662360294347885
260,0
261,0
262,0
263,0
264,7.25451738309475
265,4.04096138741698
266,2.38808667567971
267,1.13311058069357
268,0
269,0.823123694804802
270,0.552038343102665
271,2.52181003200404
272,5.24296463042435
273,0
274,0
275,0
