,0
0,0
1,0
2,0
3,0.0438134246969955
4,0
5,0.465038200559593
6,0
7,0.00393666232698494
8,0
9,0.780677226606659
10,0
11,0
12,0
13,0.0157380097411342
14,0
15,0
16,0.0212887976526852
17,0.0048440305798512
18,1.12458618665995
19,0
20,0.0105853682505141
21,0
22,0.414220768698268
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0.0406330009923819
31,0
32,0
33,0.0210773748399398
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
256,0
257,0
258,0
259,0
260,0
261,0
262,0
263,0
264,4.28063055316384
265,0
266,0
267,0
268,30.0183595808263
269,24.5727341917326
270,6.34695842110638
271,0.192262242741211
272,0
273,0.275931556062527
274,0
275,0
276,0
277,0
278,0
279,0
280,13.1356306172483
281,5.37295932714173
282,0
283,0.283759220637586
284,0.146403448313955
285,0.0610092705143408
286,11.2786939940464
287,0
288,0
289,0
290,0
291,0
292,1.98288296628289
293,14.0065827472004
294,0
295,0.376830413996319
296,0.0535781567516557
297,0.192826578522453
298,16.994436792832
299,0
300,0
301,0
302,0
303,0
304,19.0688935478134
305,6.5994589839755
306,0.30390887816137
307,0.0362353982116002
308,0.260274544764854
309,0.230751016524926
310,5.06960311255818
311,0
312,0
313,0
314,0
315,0
316,12.3205542276352
317,18.8453185320801
318,17.8204161522517
319,0.0216041028277921
320,0.277873485161376
321,0.313653373959978
322,0
323,0
324,0
325,0
326,0
327,0
328,2.17883853567271
329,11.0140227763592
330,0.320584856565655
331,0.191327101812121
332,0.0797564655707662
333,0
334,9.1424163269793
335,0
336,0
337,0
338,0
339,0
340,12.2710547228739
341,29.334745516325
342,2.05366041122957
343,2.265713874774
344,2.93762093052087
345,1.66675807419516
346,0
347,0
348,0
349,10.8838801118562
350,0
351,20.2789595919815
352,25.4563990091685
353,4.43759493002607
354,0.0600107651897554
355,0
356,0.299341979875308
357,0.340675343210551
358,0
359,1.98340870576897
360,0
361,0
362,0
363,0
364,18.9484091095974
365,7.86776699438143
366,1.81331272243431
367,1.88509875639146
368,2.98178446862598
369,0.287933252296134
370,0
371,0
372,0
373,0
374,4.70014869868808
375,16.1125746619923
376,1.81912414870618
377,0.0437332675345124
378,0.376112924278866
379,0.272313628434933
380,0.0507219320918151
381,0.0936785776377522
382,0.0741375469046442
383,0
384,0
385,0
386,0
387,0
388,6.83812988814209
389,12.2817640593117
390,0.352615022929551
391,0.314216878409073
392,0.267432965189488
393,0.331886097924196
394,21.5284851462033
395,0
396,0
397,0
398,0
399,0
